path,class_name,label_idx,split,is_augmented
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (145).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (146).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (147).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (148).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (149).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (15).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (150).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (151).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (152).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (153).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (154).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (155).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (156).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (157).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (158).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (159).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (16).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (160).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (161).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (162).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (163).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (164).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (165).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (166).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (167).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (168).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (169).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (17).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (170).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (171).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (172).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (173).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (174).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (175).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (176).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (177).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (178).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (179).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (18).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (180).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (181).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (182).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (183).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (184).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (185).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (186).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (187).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (188).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (189).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (19).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (190).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (191).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (192).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (193).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (194).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (195).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (196).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (197).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (198).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (199).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (2).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (20).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (200).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (201).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (202).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (203).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (204).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (205).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (206).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (207).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (208).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (209).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (21).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (210).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (211).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (212).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (213).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (214).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (215).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (216).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (217).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (218).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (219).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (22).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (220).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (23).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (24).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (25).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (26).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (27).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (28).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (29).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (3).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (30).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (31).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (32).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (33).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (34).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (35).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (36).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (37).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (38).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (39).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (4).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (40).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (41).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (42).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (43).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (44).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (45).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (46).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (47).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (48).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (49).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (5).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (50).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (51).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (52).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (53).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (54).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (55).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (56).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (57).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (58).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (59).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (6).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (60).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (61).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (62).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (63).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (64).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (65).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (66).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (67).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (68).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (69).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (7).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (70).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (71).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (72).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (73).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (74).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (75).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (76).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (77).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (78).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (79).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (8).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (80).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (81).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (82).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (83).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (84).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (85).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (86).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (87).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (88).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (89).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (9).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (90).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (91).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (92).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (93).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (94).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (95).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (96).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (97).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (98).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Arjun Leaf\Arjun Leaf (99).JPG,Arjun Leaf,0,,False
E:\medicinal_plant_clf\data\dataset\Original Images\Curry Leaf\Curry Leaf (1).jpg,Curry Leaf,1,,False
